Protein Details,Gene Name,SCC count,SCC proportion,SCC mean,SCC std,SCC UNIQUE,Keratosis count,Keratosis proportion,Keratosis mean,Keratosis std,Keratosis UNIQUE,Proportion Direction,Fold Change,Log2 Fold Change,Fold Change Direction,Proportion STAT,Proportion Pvalue,BH-corrected Proportion Pvalue,Proportion Rank,StudentT STAT,StudentT Pvalue,BH-corrected StudentT Pvalue,StudentT Rank,MannWhitneyU STAT,MannWhitneyU Pvalue,BH-corrected MannWhitneyU Pvalue,MannWhitneyU Rank,Minimal Pvalue,BH-corrected Minimal Pvalue,is 5% Significant?,Minimal Rank
"Q9BV79 (gene MECR):  Enoyl-[acyl-carrier-protein] reductase, mitochondrial",MECR,5,0.23809523809523808,162320.95238095237,359543.5028173094,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.4244246232238391,0.1543235905608478,0.4390531908850825,2030.5,1.1510119042201123,0.26020306482262556,0.7309836941303514,1654.0,91.0,0.17687782401718033,0.3955221507070832,2601.5,0.1543235905608478,0.9827138638374109,False,1654.0
"O76013 (gene KRT36):  Keratin, type I cuticular Ha6",KRT36,14,0.6666666666666666,6405663.719047619,24903150.326076627,False,2,0.2857142857142857,624667.1428571428,1086167.1891921386,False,1.0,10.254523216538534,3.3581885102423255,1.0,1.7638342073763937,0.07775989643932943,0.3034110805474426,1373.5,0.5916535150806224,0.5591924427506499,0.7309836941303514,4181.0,92.5,0.30661158540810585,0.5307810807947029,3352.0,0.07775989643932943,0.7151832612904004,False,1373.5
P04424 (gene ASL):  Argininosuccinate lyase,ASL,18,0.8571428571428571,2138962.523809524,2246942.4180976967,False,3,0.42857142857142855,1569628.5714285714,3595792.8248258946,False,1.0,1.3627189022568695,0.44648799784100657,1.0,2.2677868380553634,0.023342202012890823,0.21490675495201642,618.0,0.4744789529351692,0.6391193929880461,0.7874816808274852,4842.0,104.0,0.10871117111726392,0.3272304979241153,1980.5,0.023342202012890823,0.5446919577923337,False,618.0
Q16864 (gene ATP6V1F):  V-type proton ATPase subunit F,ATP6V1F,14,0.6666666666666666,13378338.095238095,20605875.855699077,False,1,0.14285714285714285,480517.14285714284,1177021.8126600506,False,1.0,27.841541751586618,4.799167198882245,1.0,2.406543785484276,0.016104273412365543,0.19891945171464354,456.5,1.5949457072028674,0.12280962310868004,0.7309836941303514,405.0,114.0,0.02531554393083703,0.28462281343527285,464.5,0.016104273412365543,0.5248148874595552,False,405.0
Q9ULJ6 (gene ZMIZ1):  Zinc finger MIZ domain-containing protein 1,ZMIZ1,1,0.047619047619047616,1196.904761904762,5352.720820424495,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.5879447357921312,0.5565693876824571,0.726743919219422,4362.0,0.5700877125495691,0.5735119825115524,0.7309836941303514,4392.5,77.0,0.6206907170753546,0.7561855867003402,4690.0,0.5565693876824571,1.0,False,4362.0
P48730 (gene CSNK1D):  Casein kinase I isoform delta,CSNK1D,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5543.0,,1.0,1.0,5665.0,73.5,1.0,1.0,5634.0,1.0,1.0,False,5543.0
Q9BTL3;A0A3B3IU46 (gene RAMAC):  RNA guanine-N7 methyltransferase activating subunit; RNA guanine-7 methyltransferase-activating subunit-like (pseudogene),RAMAC,8,0.38095238095238093,949857.9047619047,2059935.0965961895,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.9321835661585915,0.053336852829139844,0.28035917531158444,1096.5,1.175605969218251,0.2504056455257181,0.7309836941303514,1564.0,101.5,0.06732508838376162,0.28691229439538496,1360.5,0.053336852829139844,0.6643166262602261,False,1096.5
Q96S59 (gene RANBP9):  Ran-binding protein 9,RANBP9,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5543.0,,1.0,1.0,5665.0,73.5,1.0,1.0,5634.0,1.0,1.0,False,5543.0
Q5T9A4 (gene ATAD3B):  ATPase family AAA domain-containing protein 3B,ATAD3B,14,0.6666666666666666,815023.3333333334,1127111.2175837727,False,3,0.42857142857142855,398617.14285714284,508691.0703452338,False,1.0,2.044626900613199,1.0318376071067816,1.0,1.1170370790654758,0.26397847159809784,0.546148877872236,2858.0,0.9114698550837581,0.3704217404110631,0.7309836941303514,2741.0,90.0,0.3812131931611533,0.606161489978529,3752.0,0.26397847159809784,1.0,False,2741.0
Q5VSL9 (gene STRIP1):  Striatin-interacting protein 1,STRIP1,1,0.047619047619047616,655.5714285714286,2931.8045567847234,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.5879447357921312,0.5565693876824571,0.726743919219422,4362.0,0.5700877125495691,0.5735119825115524,0.7309836941303514,4392.5,77.0,0.6206907170753546,0.7561855867003402,4690.0,0.5565693876824571,1.0,False,4362.0
A0A0A0MS15 (gene IGHV3-49):  Immunoglobulin heavy variable 3-49,IGHV3-49,16,0.7619047619047619,17847998.57142857,32918271.071622983,False,3,0.42857142857142855,1395177.5714285714,2502144.768345969,False,1.0,12.792635817059892,3.677241645144336,1.0,1.6353788361177457,0.10196965621490088,0.3590378846483615,1564.5,1.2730405465669183,0.21426922526246725,0.7309836941303514,1207.0,113.0,0.03537725225883454,0.28462281343527285,702.5,0.03537725225883454,0.6378971429490139,False,702.5
O14933 (gene UBE2L6):  Ubiquitin/ISG15-conjugating enzyme E2 L6,UBE2L6,16,0.7619047619047619,18603736.666666668,31181072.535493206,False,1,0.14285714285714285,1219585.7142857143,2987362.6975877527,False,1.0,15.25414445965959,3.931129362419886,1.0,2.9042964055702374,0.0036807950978315395,0.14680136973209343,103.0,1.4192396370416138,0.1677075286477003,0.7309836941303514,778.0,118.0,0.01603694694827919,0.28462281343527285,268.5,0.0036807950978315395,0.4240060838538656,False,103.0
Q9NZ32 (gene ACTR10):  Actin-related protein 10,ACTR10,8,0.38095238095238093,1088230.7142857143,4664506.767051288,False,2,0.2857142857142857,90531.85714285714,206593.06457895058,False,1.0,12.020417437769906,3.587415092845227,1.0,0.4554200340426488,0.6488070849862198,0.8106351977021544,4734.5,0.5451405443783433,0.5903030986160667,0.7447131077063763,4729.0,79.5,0.7335445646717316,0.8712568300146211,5022.0,0.5903030986160667,1.0,False,4729.0
Q96RW7 (gene HMCN1):  Hemicentin-1,HMCN1,9,0.42857142857142855,1035615.5714285715,1847087.4854952586,False,1,0.14285714285714285,5281.857142857143,12937.854894274633,False,1.0,196.0703485956646,7.615227565343306,1.0,1.3662601021279466,0.1718573390627992,0.4544773425747607,2207.5,1.4221439960392634,0.16687100515998948,0.7309836941303514,771.0,99.0,0.1217818484258567,0.33934532384723143,2089.5,0.1217818484258567,0.8743086735362949,False,771.0
Q9NPR2 (gene SEMA4B):  Semaphorin-4B,SEMA4B,8,0.38095238095238093,73945.09523809524,131686.6649125888,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.9321835661585915,0.053336852829139844,0.28035917531158444,1096.5,1.4316084464733072,0.1641680372835854,0.7309836941303514,750.0,101.5,0.06732508838376162,0.28691229439538496,1360.5,0.053336852829139844,0.6643166262602261,False,750.0
P57772 (gene EEFSEC):  Selenocysteine-specific elongation factor,EEFSEC,6,0.2857142857142857,64108.76190476191,127407.97368293292,False,1,0.14285714285714285,16578.571428571428,40609.04066428397,False,1.0,3.8669653882487256,1.9512018514583744,1.0,0.7559289460184545,0.4496917979688909,0.6710508420916469,3951.0,0.9354014458135227,0.35818878564535683,0.7309836941303514,2626.0,85.0,0.44291133517250125,0.6276505999142856,4206.5,0.35818878564535683,1.0,False,2626.0
P40199 (gene CEACAM6):  Carcinoembryonic antigen-related cell adhesion molecule 6,CEACAM6,15,0.7142857142857143,2361803.761904762,3571683.6935738483,False,1,0.14285714285714285,64060.0,156914.31292269038,False,1.0,36.86861944845291,5.204321490376314,1.0,2.6457513110645907,0.008150971593502691,0.16768516043736914,253.0,1.6396291200840292,0.11312761120248456,0.7309836941303514,344.0,120.0,0.01101953089582415,0.28462281343527285,166.0,0.008150971593502691,0.46166484044465556,False,166.0
Q96B26 (gene EXOSC8):  Exosome complex component RRP43 OS=Homo sapiens (Human) OX=9606 GN=E,EXOSC8,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5543.0,,1.0,1.0,5665.0,73.5,1.0,1.0,5634.0,1.0,1.0,False,5543.0
Q14790 (gene CASP8):  Caspase-8,CASP8,8,0.38095238095238093,232458.85714285713,520786.28244820127,False,2,0.2857142857142857,30089.657142857144,70536.72758108475,False,1.0,7.7255402423325386,2.9496358233318007,1.0,0.4554200340426488,0.6488070849862198,0.8106351977021544,4734.5,0.9876834204560746,0.33241073863382764,0.7309836941303514,2373.0,85.5,0.47660391959707216,0.6640399309472519,4281.0,0.33241073863382764,1.0,False,2373.0
O43293 (gene DAPK3):  Death-associated protein kinase 3,DAPK3,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5543.0,,1.0,1.0,5665.0,73.5,1.0,1.0,5634.0,1.0,1.0,False,5543.0
Q8N6T3 (gene ARFGAP1):  ADP-ribosylation factor GTPase-activating protein 1,ARFGAP1,1,0.047619047619047616,12472.857142857143,55780.312890144756,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.5879447357921312,0.5565693876824571,0.726743919219422,4362.0,0.570087712549569,0.5735119825115524,0.7309836941303514,4392.5,77.0,0.6206907170753546,0.7561855867003402,4690.0,0.5565693876824571,1.0,False,4362.0
Q9UPV0 (gene CEP164):  Centrosomal protein of 164 kDa,CEP164,1,0.047619047619047616,3658.3333333333335,16360.56403537346,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.5879447357921312,0.5565693876824571,0.726743919219422,4362.0,0.570087712549569,0.5735119825115524,0.7309836941303514,4392.5,77.0,0.6206907170753546,0.7561855867003402,4690.0,0.5565693876824571,1.0,False,4362.0
"P11217 (gene PYGM):  Glycogen phosphorylase, muscle form",PYGM,10,0.47619047619047616,151321.43333333335,346346.4672484193,False,1,0.14285714285714285,480957.14285714284,1178099.5881468754,False,1.0,0.3146256076665967,-1.6682919970831849,-1.0,1.563851910691666,0.11785235013990372,0.3669661382748777,1877.5,-1.1010509027852617,0.2809638702146366,0.7309836941303514,1870.0,93.0,0.25269070363606505,0.4709630546369148,3195.0,0.11785235013990372,0.8536306607867248,False,1870.0
Q9NQT4 (gene EXOSC5):  Exosome complex component RRP46 OS=Homo sapiens (Human) OX=9606 GN=E,EXOSC5,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5543.0,,1.0,1.0,5665.0,73.5,1.0,1.0,5634.0,1.0,1.0,False,5543.0
Q96JM3 (gene CHAMP1):  Chromosome alignment-maintaining phosphoprotein 1,CHAMP1,7,0.3333333333333333,782485.8285714285,1651563.4085737176,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.7638342073763937,0.07775989643932943,0.3034110805474426,1373.5,1.2079192625250763,0.2379512798192981,0.7309836941303514,1450.0,98.0,0.0941150517060825,0.30677201705705925,1775.0,0.07775989643932943,0.7151832612904004,False,1373.5
Q6PL18 (gene ATAD2):  ATPase family AAA domain-containing protein 2,ATAD2,8,0.38095238095238093,88848.52380952382,159025.93335638213,False,1,0.14285714285714285,97220.0,238139.39279338057,False,1.0,0.9138914195495775,-0.12990532761581483,-1.0,1.1681277400841037,0.24275524233587098,0.5112170052156042,2791.0,-0.10152744000036523,0.9199107070230608,1.0,5278.0,87.0,0.40567426466759793,0.6249492077820437,3805.0,0.24275524233587098,1.0,False,2791.0
"Q9NXA8 (gene SIRT5):  NAD-dependent protein deacylase sirtuin-5, mitochondrial",SIRT5,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5543.0,,1.0,1.0,5665.0,73.5,1.0,1.0,5634.0,1.0,1.0,False,5543.0
Q99627 (gene COPS8):  COP9 signalosome complex subunit 8,COPS8,14,0.6666666666666666,6698240.666666667,10810746.8209836,False,3,0.42857142857142855,5188901.0,12672414.069407264,False,1.0,1.290878485957889,0.36835320207283556,1.0,1.1170370790654758,0.26397847159809784,0.546148877872236,2858.0,0.29478540153182764,0.7704988188666504,0.9072026748289789,5067.0,99.0,0.17124208247883377,0.3955221507070832,2505.5,0.17124208247883377,1.0,False,2505.5
Q9GZU8 (gene PSME3IP1):  PSME3-interacting protein,PSME3IP1,2,0.09523809523809523,194854.7619047619,819981.4747827222,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8473185457363233,0.39681759221478274,0.6057865289542973,3696.5,0.6058479757314831,0.5498686604539815,0.7309836941303514,4134.0,80.5,0.4400622899584924,0.6249492077820437,4045.0,0.39681759221478274,1.0,False,3696.5
P57105 (gene SYNJ2BP):  Synaptojanin-2-binding protein,SYNJ2BP,3,0.14285714285714285,714725.2380952381,2146426.5371112563,False,1,0.14285714285714285,938685.7142857143,2299301.028839958,False,0.0,0.7614105841999964,-0.393253470263369,-1.0,0.0,1.0,1.0,5543.0,-0.22624474724275365,0.8227802873929726,0.9557451702855285,5136.0,73.0,1.0,1.0,5634.0,0.8227802873929726,1.0,False,5136.0
Q9Y6R6 (gene ZNF780B):  Zinc finger protein 780B,ZNF780B,10,0.47619047619047616,2352079.1904761903,4612656.992949081,False,1,0.14285714285714285,100207.14285714286,245456.3685821801,False,1.0,23.472170978927977,4.552879380109508,1.0,1.563851910691666,0.11785235013990372,0.3669661382748777,1877.5,1.2440686881227976,0.2245737362696603,0.7309836941303514,1299.0,102.0,0.09186199160990093,0.30677201705705925,1702.5,0.09186199160990093,0.7932717448837433,False,1299.0
Q53RD9 (gene FBLN7):  Fibulin-7,FBLN7,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5543.0,,1.0,1.0,5665.0,73.5,1.0,1.0,5634.0,1.0,1.0,False,5543.0
Q08426 (gene EHHADH):  Peroxisomal bifunctional enzyme,EHHADH,3,0.14285714285714285,49778.333333333336,202329.03733354108,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.0583005244258363,0.28991845394256976,0.546148877872236,3051.0,0.6272473204188862,0.5359671458984243,0.7309836941303514,4044.0,84.0,0.32321952171088764,0.5307810807947029,3517.0,0.28991845394256976,1.0,False,3051.0
Q96S97 (gene MYADM):  Myeloid-associated differentiation marker,MYADM,5,0.23809523809523808,343867.14285714284,732740.6319080302,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.4244246232238391,0.1543235905608478,0.4390531908850825,2030.5,1.196456969327753,0.2423151287280317,0.7309836941303514,1485.0,91.0,0.17687782401718033,0.3955221507070832,2601.5,0.1543235905608478,0.9827138638374109,False,1485.0
Q9UL45 (gene BLOC1S6):  Biogenesis of lysosome-related organelles complex 1 subunit 6,BLOC1S6,4,0.19047619047619047,365449.5238095238,1188729.7771450002,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.247219128924647,0.21231716077296503,0.4602776821117403,2578.5,0.7837921994405684,0.4402443898783239,0.7309836941303514,3395.0,87.5,0.23934132798622432,0.4549582405087829,3027.5,0.21231716077296503,1.0,False,2578.5
"P45954 (gene ACADSB):  Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",ACADSB,2,0.09523809523809523,41345.23809523809,135879.8075898608,False,1,0.14285714285714285,14305.714285714286,35041.70040604392,False,-1.0,2.8901204977674833,1.5311296442510576,1.0,-0.35276684147527876,0.7242632442784086,0.8798522735420455,4881.5,0.5018102357617027,0.6200240876323343,0.7698363593786693,4805.0,71.0,0.8433794018411447,0.9764412015106286,5140.5,0.6200240876323343,1.0,False,4805.0
Q9Y314 (gene NOSIP):  Nitric oxide synthase-interacting protein OS=Homo sapiens (Human) OX=9606 GN=,NOSIP,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5543.0,,1.0,1.0,5665.0,73.5,1.0,1.0,5634.0,1.0,1.0,False,5543.0
Q15154 (gene PCM1):  Pericentriolar material 1 protein,PCM1,4,0.19047619047619047,50750.32857142857,148373.81200861797,False,1,0.14285714285714285,3634.8571428571427,8903.545287910742,False,1.0,13.962124662091854,3.803446592754978,1.0,0.28488492464476783,0.77573230601349,0.9285752282657469,4942.0,0.8091005172578836,0.42579991537942063,0.7309836941303514,3229.0,79.0,0.6912306436644607,0.8280626259827115,4970.0,0.42579991537942063,1.0,False,3229.0
O14907 (gene TAX1BP3):  Tax1-binding protein 3,TAX1BP3,14,0.6666666666666666,16942980.0,30651795.920150615,False,2,0.2857142857142857,2437321.4285714286,5841823.217960122,False,1.0,6.951475419441796,2.7973192158800475,1.0,1.7638342073763937,0.07775989643932943,0.3034110805474426,1373.5,1.19929169750057,0.2412304013597217,0.7309836941303514,1474.0,105.5,0.08172365863973938,0.3054908192009305,1594.5,0.07775989643932943,0.7151832612904004,False,1373.5
Q9Y2D4 (gene EXOC6B):  Exocyst complex component 6B,EXOC6B,2,0.09523809523809523,4300.9047619047615,14860.773523111622,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8473185457363233,0.39681759221478274,0.6057865289542973,3696.5,0.7378619044611014,0.46720626486213224,0.7309836941303514,3599.0,80.5,0.4400622899584924,0.6249492077820437,4045.0,0.39681759221478274,1.0,False,3599.0
Q92626 (gene PXDN):  Peroxidasin homolog,PXDN,11,0.5238095238095238,163066.62380952382,409290.6985229353,False,1,0.14285714285714285,3518.5714285714284,8618.704623535668,False,1.0,46.34455405368473,5.534327912673393,1.0,1.763834207376394,0.0777598964393294,0.3034110805474426,1211.5,0.993766188850537,0.3294959522204165,0.7309836941303514,2346.0,105.0,0.06828955045951167,0.28691229439538496,1414.5,0.06828955045951167,0.7151832612904004,False,1211.5
"Q9NVH6 (gene TMLHE):  Trimethyllysine dioxygenase, mitochondrial",TMLHE,1,0.047619047619047616,2790.6666666666665,12480.240738418828,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.5879447357921312,0.5565693876824571,0.726743919219422,4362.0,0.5700877125495688,0.5735119825115527,0.7309836941303514,4599.5,77.0,0.6206907170753546,0.7561855867003402,4690.0,0.5565693876824571,1.0,False,4362.0
P42331 (gene ARHGAP25):  Rho GTPase-activating protein 25,ARHGAP25,12,0.5714285714285714,341425.71904761903,467678.7275473233,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.6457513110645907,0.008150971593502691,0.16768516043736914,253.0,1.8612525023282098,0.07405186391973449,0.7309836941303514,94.0,115.5,0.014663288207316846,0.28462281343527285,232.5,0.008150971593502691,0.46166484044465556,False,94.0
Q9H2K8 (gene TAOK3):  Serine/threonine-protein kinase TAO3,TAOK3,3,0.14285714285714285,263812.85714285716,844651.1267473963,False,1,0.14285714285714285,3979.714285714286,9748.269322064823,False,0.0,66.28939620704912,6.050706207110699,1.0,0.0,1.0,1.0,5543.0,0.7842674995299898,0.4399704019742745,0.7309836941303514,3387.0,75.0,0.9305458213089444,1.0,5237.0,0.4399704019742745,1.0,False,3387.0
Q86Y07 (gene VRK2):  Serine/threonine-protein kinase VRK2,VRK2,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5543.0,,1.0,1.0,5665.0,73.5,1.0,1.0,5634.0,1.0,1.0,False,5543.0
P35442 (gene THBS2):  Thrombospondin-2,THBS2,10,0.47619047619047616,257141.42857142858,555458.3327779279,False,1,0.14285714285714285,22791.428571428572,55827.37050908974,False,1.0,11.282374325692762,3.4959988033549245,1.0,1.563851910691666,0.11785235013990372,0.3669661382748777,1877.5,1.0738415349048975,0.2927592515027869,0.7309836941303514,1986.0,99.0,0.13231112151013696,0.34320354388238133,2296.5,0.11785235013990372,0.8536306607867248,False,1877.5
O15212 (gene PFDN6):  Prefoldin subunit 6,PFDN6,15,0.7142857142857143,16687960.857142856,30708949.856755197,False,3,0.42857142857142855,285165.71428571426,554301.2157883921,False,1.0,58.520221825700524,5.870863333028006,1.0,1.3662601021279468,0.1718573390627991,0.4544773425747607,2128.0,1.36171428210256,0.1849717171614984,0.7309836941303514,938.0,109.0,0.05738651943953015,0.28691229439538496,1154.0,0.05738651943953015,0.6921185477956272,False,938.0
Q96KC8 (gene DNAJC1):  DnaJ homolog subfamily C member 1,DNAJC1,1,0.047619047619047616,31871.428571428572,142533.3616514866,False,1,0.14285714285714285,6580.428571428572,16118.692288831646,False,-1.0,4.8433666927055645,2.2760102339370585,1.0,-0.8473185457363233,0.39681759221478274,0.6057865289542973,3696.5,0.4514217104113023,0.655428623074959,0.8029337095000422,4870.0,67.0,0.4760334929424296,0.663710170342261,4266.0,0.39681759221478274,1.0,False,3696.5
Q9BV44 (gene THUMPD3):  THUMP domain-containing protein 3,THUMPD3,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5543.0,,1.0,1.0,5665.0,73.5,1.0,1.0,5634.0,1.0,1.0,False,5543.0
Q9BZF9 (gene UACA):  Uveal autoantigen with coiled-coil domains and ankyrin repeats,UACA,2,0.09523809523809523,7340.0,23282.136747382305,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8473185457363233,0.39681759221478274,0.6057865289542973,3696.5,0.8037665021012101,0.42881968207072374,0.7309836941303514,3263.0,80.5,0.4400622899584924,0.6249492077820437,4045.0,0.39681759221478274,1.0,False,3263.0
Q93100 (gene PHKB):  Phosphorylase b kinase regulatory subunit beta,PHKB,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5543.0,,1.0,1.0,5665.0,73.5,1.0,1.0,5634.0,1.0,1.0,False,5543.0
Q9HCB6 (gene SPON1):  Spondin-1,SPON1,7,0.3333333333333333,465311.2380952381,1525908.0060661745,False,2,0.2857142857142857,2034.7999999999997,3302.8819818022994,False,1.0,228.6766453049742,7.837165220923515,1.0,0.23362554801682076,0.8152756920957163,0.9608721412570216,5051.0,0.7740485481544261,0.44588393547943284,0.7309836941303514,3442.0,84.0,0.5224076510114997,0.7135265672927213,4368.0,0.44588393547943284,1.0,False,3442.0
"Q16740 (gene CLPP):  ATP-dependent Clp protease proteolytic subunit, mitochondrial",CLPP,3,0.14285714285714285,120816.19047619047,340758.8701354137,False,1,0.14285714285714285,39714.28571428572,97279.73549910336,False,0.0,3.0421342924893464,1.6050838410413812,1.0,0.0,1.0,1.0,5543.0,0.5987150831817752,0.5545438308025672,0.7309836941303514,4159.0,75.0,0.9305458213089444,1.0,5237.0,0.5545438308025672,1.0,False,4159.0
Q13501 (gene SQSTM1):  Sequestosome-1,SQSTM1,10,0.47619047619047616,876809.7619047619,1533673.0143316512,False,2,0.2857142857142857,1308882.857142857,3112019.830646118,False,1.0,0.6698916997186962,-0.5780002185825645,-1.0,0.8819171036881969,0.3778216371000638,0.6057865289542973,3386.0,-0.4663180164620641,0.6448713830417401,0.7932582827272208,4850.0,84.5,0.5369058407647239,0.7301527800324465,4386.5,0.3778216371000638,1.0,False,3386.0
Q69YN2 (gene CWF19L1):  CWF19-like protein 1,CWF19L1,2,0.09523809523809523,32558.571428571428,119799.69108338079,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8473185457363233,0.39681759221478274,0.6057865289542973,3696.5,0.6928932351480033,0.49451976354741944,0.7309836941303514,3780.0,80.5,0.4400622899584924,0.6249492077820437,4045.0,0.39681759221478274,1.0,False,3696.5
Q53LP3 (gene SOWAHC):  Ankyrin repeat domain-containing protein SOWAHC,SOWAHC,6,0.2857142857142857,131787.09523809524,513254.8386790129,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.5954480704349312,0.11061207374852304,0.3590378846483615,1719.5,0.6546309158899275,0.5184551129220147,0.7309836941303514,3940.0,94.5,0.12974299089767596,0.33934532384723143,2213.0,0.11061207374852304,0.8321710365494179,False,1719.5
"P16219 (gene ACADS):  Short-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADS,4,0.19047619047619047,189424.7619047619,582378.3018231939,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.247219128924647,0.21231716077296503,0.4602776821117403,2578.5,0.8292552746953843,0.41450874720153863,0.7309836941303514,3084.0,87.5,0.23934132798622432,0.4549582405087829,3027.5,0.21231716077296503,1.0,False,2578.5
Q9NRL3 (gene STRN4):  Striatin-4,STRN4,2,0.09523809523809523,10109.333333333334,39057.75178633781,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8473185457363233,0.39681759221478274,0.6057865289542973,3696.5,0.6598906181040324,0.5151276535814702,0.7309836941303514,3917.0,80.5,0.4400622899584924,0.6249492077820437,4045.0,0.39681759221478274,1.0,False,3696.5
Q8TDP1 (gene RNASEH2C):  Ribonuclease H2 subunit C,RNASEH2C,2,0.09523809523809523,9197.380952380952,32089.759441256843,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8473185457363233,0.39681759221478274,0.6057865289542973,3696.5,0.730725716968794,0.47148079476777927,0.7309836941303514,3628.0,80.5,0.4400622899584924,0.6249492077820437,4045.0,0.39681759221478274,1.0,False,3628.0
Q13190 (gene STX5):  Syntaxin-5,STX5,6,0.2857142857142857,337743.71428571426,1098389.1285868697,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.5954480704349312,0.11061207374852304,0.3590378846483615,1719.5,0.7839488506007917,0.44015407648897364,0.7309836941303514,3393.0,94.5,0.12974299089767596,0.33934532384723143,2213.0,0.11061207374852304,0.8321710365494179,False,1719.5
Q5TBB1 (gene RNASEH2B):  Ribonuclease H2 subunit B,RNASEH2B,4,0.19047619047619047,21743.457142857143,67816.15154749587,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.247219128924647,0.21231716077296503,0.4602776821117403,2578.5,0.8174329399003689,0.4211090186871722,0.7309836941303514,3175.0,87.5,0.23934132798622432,0.4549582405087829,3027.5,0.21231716077296503,1.0,False,2578.5
O43493 (gene TGOLN2):  Trans-Golgi network integral membrane protein 2,TGOLN2,5,0.23809523809523808,41877.76190476191,102168.85286524682,False,1,0.14285714285714285,11608.857142857143,28435.7764968638,False,1.0,3.6073974712421744,1.8509583912979042,1.0,0.5318160234783104,0.5948534237883254,0.7562104253827294,4631.5,0.7457600074265097,0.46250197563062634,0.7309836941303514,3559.0,81.0,0.604907154892759,0.7561855867003402,4465.0,0.46250197563062634,1.0,False,3559.0
Q7LBC6 (gene KDM3B):  Lysine-specific demethylase 3B,KDM3B,1,0.047619047619047616,534.3333333333334,2389.611311954775,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.5879447357921312,0.5565693876824571,0.726743919219422,4362.0,0.5700877125495691,0.5735119825115524,0.7309836941303514,4392.5,77.0,0.6206907170753546,0.7561855867003402,4690.0,0.5565693876824571,1.0,False,4362.0
