Protein Details,Gene Name,BCC count,BCC proportion,BCC mean,BCC std,BCC UNIQUE,Keratosis count,Keratosis proportion,Keratosis mean,Keratosis std,Keratosis UNIQUE,Proportion Direction,Fold Change,Log2 Fold Change,Fold Change Direction,Proportion STAT,Proportion Pvalue,BH-corrected Proportion Pvalue,Proportion Rank,StudentT STAT,StudentT Pvalue,BH-corrected StudentT Pvalue,StudentT Rank,MannWhitneyU STAT,MannWhitneyU Pvalue,BH-corrected MannWhitneyU Pvalue,MannWhitneyU Rank,Minimal Pvalue,BH-corrected Minimal Pvalue,is 5% Significant?,Minimal Rank
P06899 (gene H2BC11):  Histone H2B type 1-J,H2BC11,9,0.15,211479.21666666667,878996.3992090845,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.88248505970167,0.05977018652455784,0.12166118485346711,2888.0,1.0888330145458551,0.2795379917864992,0.4869266157659136,3425.0,724.5,0.0633552515768774,0.12649847085262736,2945.0,0.05977018652455784,0.34004030464607,False,2888.0
P08138 (gene NGFR):  Tumor necrosis factor receptor superfamily member 16,NGFR,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5693.5,,1.0,1.0,5700.5,630.0,1.0,1.0,5695.5,1.0,1.0,False,5693.5
P08631 (gene HCK):  Tyrosine-protein kinase HCK,HCK,2,0.03333333333333333,1719.9333333333334,9670.297409881226,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8471844657377411,0.3968923107145992,0.5062774269239466,4567.0,0.8049195320204884,0.42328200581663644,0.5943267210840781,4248.0,651.0,0.4111746139498428,0.5194976168625078,4612.0,0.3968923107145992,1.0,False,4248.0
Q9BYT5;Q9BYU5;Q9BYR9;P0C7H8 (gene KRTAP2-2;KRTAP2-1):  Keratin-associated protein 2-2; Keratin-associated protein 2-1,KRTAP2-2;KRTAP2-1,3,0.05,24199.0,105785.09196636989,False,2,0.09523809523809523,47755.23809523809,147584.150478845,False,-1.0,0.5067297528960759,-0.9807115549642799,-1.0,-0.7413790239431225,0.4584636592252004,0.5717379161658755,4775.5,-0.777226529954895,0.4393463457987328,0.6042813989451833,4337.0,600.5,0.45371989182899164,0.5652313373672507,4787.5,0.4393463457987328,1.0,False,4337.0
P0CG39 (gene POTEJ):  POTE ankyrin domain family member J,POTEJ,3,0.05,8504.916666666666,43929.56196658906,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.0442148320075786,0.2963860062553335,0.40453875848074117,4286.0,0.876181085002948,0.3835880386413846,0.5690328812942634,4021.0,661.5,0.30722536040072834,0.4178040802714259,4302.0,0.2963860062553335,1.0,False,4021.0
P0DOY3 (gene IGLC3):  Immunoglobulin lambda constant 3,IGLC3,10,0.16666666666666666,435253.3333333333,1729041.196128331,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.9982386610409861,0.045690791970935715,0.09912409632676454,2715.5,1.139245832274545,0.25804330001861114,0.4710068384993265,3265.0,735.0,0.04875100401649126,0.10368930123436251,2770.5,0.045690791970935715,0.2769260909541732,False,2715.5
P0DP01 (gene IGHV1-8):  Immunoglobulin heavy variable 1-8,IGHV1-8,4,0.06666666666666667,157999.0,662252.6809249875,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.2135597524338357,0.22491588401596185,0.3293687196954414,4003.5,1.0797203747037212,0.28355213663101325,0.4886401060487074,3462.0,672.0,0.23357103169850668,0.3403724414052982,4023.5,0.22491588401596185,0.9331350236712297,False,3462.0
P10145 (gene CXCL8):  Interleukin-8,CXCL8,5,0.08333333333333333,37063.066666666666,213892.83813987064,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.3656982020004889,0.17203370892182301,0.2668624824304722,3780.0,0.7841981098973045,0.43526895936881393,0.600836328457738,4322.0,682.5,0.1791285634854497,0.2760023268993267,3806.0,0.17203370892182301,0.7578290234513384,False,3780.0
P10451 (gene SPP1):  Osteopontin,SPP1,1,0.016666666666666666,2285.0,17551.41803387977,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.595294044989533,0.5516469358068606,0.6444342312558704,4986.5,0.5891890646672042,0.5574155923887488,0.6714355378039918,4817.0,640.5,0.5731379133840764,0.664078615507749,5028.5,0.5516469358068606,1.0,False,4817.0
"P12074 (gene COX6A1):  Cytochrome c oxidase subunit 6A1, mitochondrial",COX6A1,9,0.15,594930.5,2555839.6752466206,False,1,0.047619047619047616,110338.09523809524,493446.9629204536,False,1.0,5.391886625474417,2.430790161470543,1.0,1.2274894632108915,0.21963867969879114,0.3293687196954414,3914.5,0.8525288163025311,0.39649790743731417,0.5795091183998228,4081.0,694.0,0.23109423388191874,0.3403724414052982,3949.0,0.21963867969879114,0.9331350236712297,False,3914.5
P12821 (gene ACE):  Angiotensin-converting enzyme,ACE,3,0.05,2421.8166666666666,11598.20334001732,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.0442148320075786,0.2963860062553335,0.40453875848074117,4286.0,0.9449987382937126,0.3475408752243905,0.5386928712883122,3849.0,661.5,0.30722536040072834,0.4178040802714259,4302.0,0.2963860062553335,1.0,False,3849.0
P12829 (gene MYL4):  Myosin light chain 4,MYL4,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5693.5,,1.0,1.0,5700.5,630.0,1.0,1.0,5695.5,1.0,1.0,False,5693.5
P13164 (gene IFITM1):  Interferon-induced transmembrane protein 1,IFITM1,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5693.5,,1.0,1.0,5700.5,630.0,1.0,1.0,5695.5,1.0,1.0,False,5693.5
P14770 (gene GP9):  Platelet glycoprotein IX,GP9,2,0.03333333333333333,15367.333333333334,100801.95930415025,False,2,0.09523809523809523,33109.19047619047,130685.28805515543,False,-1.0,0.46414101679472264,-1.1073648987548543,-1.0,-1.126876912974276,0.259794525797825,0.375559520453071,4119.0,-0.6320440731288494,0.5291829945942828,0.6714355378039918,4634.0,592.0,0.2817506994013126,0.4025202760125074,4175.5,0.259794525797825,1.0,False,4119.0
P15151 (gene PVR):  Poliovirus receptor,PVR,3,0.05,13455.333333333334,61154.011846230416,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.0442148320075786,0.2963860062553335,0.40453875848074117,4286.0,0.9957497170724796,0.3224119972623136,0.5169158207914136,3720.0,661.5,0.30722536040072834,0.4178040802714259,4302.0,0.2963860062553335,1.0,False,3720.0
P15814 (gene IGLL1):  Immunoglobulin lambda-like polypeptide 1,IGLL1,20,0.3333333333333333,282662.3333333333,632786.4682296513,False,1,0.047619047619047616,50980.95238095238,227993.75016297857,False,1.0,5.544469456270844,2.4710494172081603,1.0,2.5714285714285716,0.01012799054939065,0.03190263548979124,1882.0,1.6205630006128602,0.10909645232960631,0.356606045483094,1823.0,804.0,0.015229429148704031,0.0442565875797215,2052.5,0.01012799054939065,0.08723328914966018,False,1823.0
P17535 (gene JUND):  Transcription factor jun-D,JUND,1,0.016666666666666666,6619.666666666667,50846.624468974216,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.595294044989533,0.5516469358068606,0.6444342312558704,4986.5,0.5891890646672044,0.5574155923887487,0.6714355378039918,4719.5,640.5,0.5731379133840764,0.664078615507749,5028.5,0.5516469358068606,1.0,False,4719.5
P20336 (gene RAB3A):  Ras-related protein Rab-3A,RAB3A,2,0.03333333333333333,18105.333333333332,106831.05015969009,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8471844657377411,0.3968923107145992,0.5062774269239466,4567.0,0.7669900163621013,0.4453735790991461,0.6092865794325856,4361.0,651.0,0.4111746139498428,0.5194976168625078,4612.0,0.3968923107145992,1.0,False,4361.0
P23109 (gene AMPD1):  AMP deaminase 1,AMPD1,2,0.03333333333333333,21172.0,135500.7625661199,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8471844657377411,0.3968923107145992,0.5062774269239466,4567.0,0.7071325514107994,0.48156484129312094,0.6389108756448655,4495.0,651.0,0.4111746139498428,0.5194976168625078,4612.0,0.3968923107145992,1.0,False,4495.0
P29083 (gene GTF2E1):  General transcription factor IIE subunit 1,GTF2E1,3,0.05,4790.9,27465.737511003284,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.0442148320075786,0.2963860062553335,0.40453875848074117,4286.0,0.7894170903272182,0.432231211672085,0.5988723223652185,4305.0,661.5,0.30722536040072834,0.4178040802714259,4302.0,0.2963860062553335,1.0,False,4286.0
P31431 (gene SDC4):  Syndecan-4,SDC4,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5693.5,,1.0,1.0,5700.5,630.0,1.0,1.0,5695.5,1.0,1.0,False,5693.5
P32242 (gene OTX1):  Homeobox protein OTX1,OTX1,1,0.016666666666666666,8919.5,68511.97949811404,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.595294044989533,0.5516469358068606,0.6444342312558704,4986.5,0.5891890646672042,0.5574155923887488,0.6714355378039918,4817.0,640.5,0.5731379133840764,0.664078615507749,5028.5,0.5516469358068606,1.0,False,4817.0
P34741 (gene SDC2):  Syndecan-2,SDC2,5,0.08333333333333333,60962.666666666664,227462.59400076215,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.3656982020004889,0.17203370892182301,0.2668624824304722,3780.0,1.2129269672904772,0.22877222249605408,0.44385531037771014,3075.0,682.5,0.1791285634854497,0.2760023268993267,3806.0,0.17203370892182301,0.7578290234513384,False,3075.0
P40424;P40425 (gene PBX1;PBX2):  Pre-B-cell leukemia transcription factor 1; Pre-B-cell leukemia transcription factor 2,PBX1;PBX2,10,0.16666666666666666,85372.98333333334,261391.18393469785,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.9982386610409861,0.045690791970935715,0.09912409632676454,2715.5,1.4781217438610346,0.14335124552947665,0.38078945796229374,2243.0,735.0,0.04875100401649126,0.10368930123436251,2770.5,0.045690791970935715,0.2769260909541732,False,2243.0
P40937 (gene RFC5):  Replication factor C subunit 5,RFC5,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5693.5,,1.0,1.0,5700.5,630.0,1.0,1.0,5695.5,1.0,1.0,False,5693.5
P42575 (gene CASP2):  Caspase-2,CASP2,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5693.5,,1.0,1.0,5700.5,630.0,1.0,1.0,5695.5,1.0,1.0,False,5693.5
P43004 (gene SLC1A2):  Excitatory amino acid transporter 2,SLC1A2,3,0.05,37430.5,230030.42494001382,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.0442148320075786,0.2963860062553335,0.40453875848074117,4286.0,0.7364122942678994,0.46366101482689115,0.6240021688376343,4433.0,661.5,0.30722536040072834,0.4178040802714259,4302.0,0.2963860062553335,1.0,False,4286.0
P43362 (gene MAGEA9B):  Melanoma-associated antigen 9,MAGEA9B,1,0.016666666666666666,1918.0,14732.43754441199,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.595294044989533,0.5516469358068606,0.6444342312558704,4986.5,0.5891890646672042,0.5574155923887488,0.6714355378039918,4817.0,640.5,0.5731379133840764,0.664078615507749,5028.5,0.5516469358068606,1.0,False,4817.0
P48066 (gene SLC6A11):  Sodium- and chloride-dependent GABA transporter 3,SLC6A11,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5693.5,,1.0,1.0,5700.5,630.0,1.0,1.0,5695.5,1.0,1.0,False,5693.5
P48382 (gene RFX5):  DNA-binding protein RFX5,RFX5,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5693.5,,1.0,1.0,5700.5,630.0,1.0,1.0,5695.5,1.0,1.0,False,5693.5
P48436 (gene SOX9):  Transcription factor SOX-9,SOX9,2,0.03333333333333333,3163.616666666667,21069.712038921076,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8471844657377411,0.3968923107145992,0.5062774269239466,4567.0,0.6795257808633538,0.4987910422327737,0.6535882622360483,4553.0,651.0,0.4111746139498428,0.5194976168625078,4612.0,0.3968923107145992,1.0,False,4553.0
P49746 (gene THBS3):  Thrombospondin-3,THBS3,1,0.016666666666666666,145.94500000000002,1121.0248161726838,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.595294044989533,0.5516469358068606,0.6444342312558704,4986.5,0.5891890646672044,0.5574155923887487,0.6714355378039918,4719.5,640.5,0.5731379133840764,0.664078615507749,5028.5,0.5516469358068606,1.0,False,4719.5
"P51160 (gene PDE6C):  Cone cGMP-specific 3,5-cyclic phosphodiesterase subunit alpha",PDE6C,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5693.5,,1.0,1.0,5700.5,630.0,1.0,1.0,5695.5,1.0,1.0,False,5693.5
P52926 (gene HMGA2):  High mobility group protein HMGI-C,HMGA2,2,0.03333333333333333,7781.5,46938.060740547575,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8471844657377411,0.3968923107145992,0.5062774269239466,4567.0,0.7502722138015989,0.4553195425002915,0.6177197695247699,4395.0,651.0,0.4111746139498428,0.5194976168625078,4612.0,0.3968923107145992,1.0,False,4395.0
"P54687 (gene BCAT1):  Branched-chain-amino-acid aminotransferase, cytosolic",BCAT1,7,0.11666666666666667,21496.75,68218.74512566786,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.6376070214666143,0.10150369740950065,0.17787283880503077,3316.5,1.4260992878291958,0.15777948554186627,0.3886508714875203,2422.0,703.5,0.1064747941741474,0.1851438711871068,3375.5,0.10150369740950065,0.5036860985520559,False,2422.0
P56277 (gene CMC4):  Cx9C motif-containing protein 4,CMC4,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5693.5,,1.0,1.0,5700.5,630.0,1.0,1.0,5695.5,1.0,1.0,False,5693.5
P56377 (gene AP1S2):  AP-1 complex subunit sigma-2,AP1S2,2,0.03333333333333333,14242.166666666666,82650.18207464651,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8471844657377411,0.3968923107145992,0.5062774269239466,4567.0,0.779853333075395,0.4378074201654959,0.6029453067191479,4332.0,651.0,0.4111746139498428,0.5194976168625078,4612.0,0.3968923107145992,1.0,False,4332.0
P61024 (gene CKS1B):  Cyclin-dependent kinases regulatory subunit 1,CKS1B,4,0.06666666666666667,124987.66666666667,587805.9448473526,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.2135597524338357,0.22491588401596185,0.3293687196954414,4003.5,0.9623074987406256,0.3388314716342249,0.530877810076487,3807.0,672.0,0.23357103169850668,0.3403724414052982,4023.5,0.22491588401596185,0.9331350236712297,False,3807.0
P61925 (gene PKIA):  cAMP-dependent protein kinase inhibitor alpha,PKIA,2,0.03333333333333333,13030.5,71046.96529819787,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8471844657377411,0.3968923107145992,0.5062774269239466,4567.0,0.8300346680854968,0.40902047465070346,0.5851742650491721,4170.0,651.0,0.4111746139498428,0.5194976168625078,4612.0,0.3968923107145992,1.0,False,4170.0
P62837 (gene UBE2D2):  Ubiquitin-conjugating enzyme E2 D2,UBE2D2,21,0.35,857682.8333333334,1828910.3979948384,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,3.15,0.0016327046256571236,0.009205863616763286,1031.5,2.122340062931749,0.03694189043385893,0.3236688001045334,667.0,850.5,0.0020887957747103797,0.011474913068068256,1075.5,0.0016327046256571236,0.023630857977546407,True,667.0
"P68133 (gene ACTA1):  Actin, alpha skeletal muscle",ACTA1,4,0.06666666666666667,39152.86666666667,171713.8579153768,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.2135597524338357,0.22491588401596185,0.3293687196954414,4003.5,1.0319030671500637,0.30526632422358113,0.5046325548123816,3609.0,672.0,0.23357103169850668,0.3403724414052982,4023.5,0.22491588401596185,0.9331350236712297,False,3609.0
P78329 (gene CYP4F2):  Cytochrome P450 4F2,CYP4F2,1,0.016666666666666666,241.05,1851.540182523728,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.595294044989533,0.5516469358068606,0.6444342312558704,4986.5,0.5891890646672043,0.5574155923887488,0.6714355378039918,4817.0,640.5,0.5731379133840764,0.664078615507749,5028.5,0.5516469358068606,1.0,False,4817.0
P81534 (gene DEFB103A):  Beta-defensin 103,DEFB103A,1,0.016666666666666666,14676.833333333334,112734.89595050958,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.595294044989533,0.5516469358068606,0.6444342312558704,4986.5,0.5891890646672042,0.5574155923887488,0.6714355378039918,4817.0,640.5,0.5731379133840764,0.664078615507749,5028.5,0.5516469358068606,1.0,False,4817.0
P98196 (gene ATP11A):  Probable phospholipid-transporting ATPase IH,ATP11A,4,0.06666666666666667,7725.3,30753.375642520932,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.2135597524338357,0.22491588401596185,0.3293687196954414,4003.5,1.136850204151194,0.2590375499604543,0.47159536864939594,3277.0,672.0,0.23357103169850668,0.3403724414052982,4023.5,0.22491588401596185,0.9331350236712297,False,3277.0
Q00613 (gene HSF1):  Heat shock factor protein 1,HSF1,6,0.1,21913.3,75308.36130986166,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.505988047761336,0.13207024195103798,0.2188089595889732,3548.5,1.3168771754695836,0.1916871012178613,0.41181319620661166,2777.0,693.0,0.13797852117067513,0.22614831244622194,3586.0,0.13207024195103798,0.6204181602203883,False,2777.0
Q04118 (gene PRB3):  Basic salivary proline-rich protein 3,PRB3,3,0.05,30117.941666666666,170125.06393033563,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.0442148320075786,0.2963860062553335,0.40453875848074117,4286.0,0.8011939662094941,0.42542254248198863,0.595236265021064,4263.0,661.5,0.30722536040072834,0.4178040802714259,4302.0,0.2963860062553335,1.0,False,4263.0
Q05D32 (gene CTDSPL2):  CTD small phosphatase-like protein 2,CTDSPL2,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5693.5,,1.0,1.0,5700.5,630.0,1.0,1.0,5695.5,1.0,1.0,False,5693.5
Q0VGL1 (gene LAMTOR4):  Ragulator complex protein LAMTOR4,LAMTOR4,10,0.16666666666666666,392188.1666666667,1223608.2844174323,False,1,0.047619047619047616,22784.285714285714,101894.42335184039,False,1.0,17.213099044116717,4.105434958278122,1.0,1.3705760337146384,0.17050715825328133,0.2668624824304722,3694.0,1.3646250321493958,0.1762453834126776,0.40146759171280455,2614.0,710.0,0.15022172289526692,0.2442698457119181,3665.0,0.15022172289526692,0.6954651827158529,False,2614.0
Q10589 (gene BST2):  Bone marrow stromal antigen 2,BST2,2,0.03333333333333333,8150.45,52162.93320242675,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8471844657377411,0.3968923107145992,0.5062774269239466,4567.0,0.7071316348321591,0.48156540769692846,0.6389108756448655,4496.0,651.0,0.4111746139498428,0.5194976168625078,4612.0,0.3968923107145992,1.0,False,4496.0
Q12912 (gene LRMP):  Lymphoid-restricted membrane protein,LRMP,25,0.4166666666666667,12014206.0,22017007.97830276,False,1,0.047619047619047616,1046.1904761904761,4678.70604434956,False,1.0,11483.765396396946,13.487308142470164,1.0,3.117756339967028,0.0018223339503854693,0.009883676679999736,1087.0,2.4693328549714915,0.015693407834522916,0.3236688001045334,227.0,875.0,0.0014774318864930792,0.009696764174716955,909.0,0.0014774318864930792,0.02248181662015602,True,227.0
Q13158 (gene FADD):  FAS-associated death domain protein,FADD,7,0.11666666666666667,103705.5,344768.7156361735,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.6376070214666143,0.10150369740950065,0.17787283880503077,3316.5,1.3613024379553562,0.17728836813091192,0.40146759171280455,2630.0,703.5,0.1064747941741474,0.1851438711871068,3375.5,0.10150369740950065,0.5036860985520559,False,2630.0
Q13670 (gene PMS2P11):  Putative postmeiotic segregation increased 2-like protein 11,PMS2P11,8,0.13333333333333333,221968.66666666666,763176.4001602482,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.7626256877364785,0.07796364166166986,0.14770755355780324,3109.0,1.3162774001726714,0.1918873239982752,0.41192941389607135,2779.0,714.0,0.0821754441474272,0.15416940244765742,3140.0,0.07796364166166986,0.41591453307319437,False,2779.0
Q13733 (gene ATP1A4):  Sodium/potassium-transporting ATPase subunit alpha-4,ATP1A4,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5693.5,,1.0,1.0,5700.5,630.0,1.0,1.0,5695.5,1.0,1.0,False,5693.5
Q14194 (gene CRMP1):  Dihydropyrimidinase-related protein 1,CRMP1,3,0.05,4925.266666666666,22608.266125370064,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.0442148320075786,0.2963860062553335,0.40453875848074117,4286.0,0.9859234042320926,0.32718072324360215,0.5213661056157862,3743.0,661.5,0.30722536040072834,0.4178040802714259,4302.0,0.2963860062553335,1.0,False,3743.0
"Q14432 (gene PDE3A):  cGMP-inhibited 3,5-cyclic phosphodiesterase A",PDE3A,7,0.11666666666666667,13195.133333333333,48575.906215415984,False,1,0.047619047619047616,861.3333333333334,3851.9997692396373,False,1.0,15.31942722679633,3.9372904526914776,1.0,0.9127883025778193,0.36135389158371833,0.485439612066756,4429.5,1.1478345197916222,0.25450094110783356,0.46935165831509584,3235.0,677.0,0.33305432456343276,0.44934466312651283,4419.5,0.25450094110783356,1.0,False,3235.0
Q17R31 (gene TATDN3):  Putative deoxyribonuclease TATDN3,TATDN3,9,0.15,56315.066666666666,195732.30302106208,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,1.88248505970167,0.05977018652455784,0.12166118485346711,2888.0,1.302095326200211,0.1966674978041847,0.41542028229872463,2822.0,724.5,0.0633552515768774,0.12649847085262736,2945.0,0.05977018652455784,0.34004030464607,False,2822.0
Q53QV2 (gene LBH):  Protein LBH,LBH,2,0.03333333333333333,23679.166666666668,140616.84859090997,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8471844657377411,0.3968923107145992,0.5062774269239466,4567.0,0.7620960967786843,0.4482719948247188,0.6117087651244905,4372.0,651.0,0.4111746139498428,0.5194976168625078,4612.0,0.3968923107145992,1.0,False,4372.0
Q5EG05 (gene CARD16):  Caspase recruitment domain-containing protein 16,CARD16,20,0.3333333333333333,396788.31666666665,1273921.101363889,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,3.0487836865237115,0.0022976986015030855,0.011716299022707186,1159.0,1.4096036907511216,0.16258137593893238,0.392384869159067,2471.0,840.0,0.0028561246162317503,0.013642625668886008,1238.0,0.0022976986015030855,0.029865075940234003,True,1159.0
Q5JS54 (gene PSMG4):  Proteasome assembly chaperone 4,PSMG4,2,0.03333333333333333,20249.5,116935.25740660941,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8471844657377411,0.3968923107145992,0.5062774269239466,4567.0,0.7836993953215875,0.43555989577859666,0.6010988522357409,4323.0,651.0,0.4111746139498428,0.5194976168625078,4612.0,0.3968923107145992,1.0,False,4323.0
Q5SGD2 (gene PPM1L):  Protein phosphatase 1L,PPM1L,2,0.03333333333333333,14045.166666666666,78241.6841266356,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.8471844657377411,0.3968923107145992,0.5062774269239466,4567.0,0.8123990198473634,0.41900408597269356,0.5908244804805223,4231.0,651.0,0.4111746139498428,0.5194976168625078,4612.0,0.3968923107145992,1.0,False,4231.0
Q5T870 (gene PRR9):  Proline-rich protein 9,PRR9,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5693.5,,1.0,1.0,5700.5,630.0,1.0,1.0,5695.5,1.0,1.0,False,5693.5
Q5U5X0 (gene LYRM7):  Complex III assembly factor LYRM7,LYRM7,1,0.016666666666666666,31673.333333333332,243287.48965415836,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.595294044989533,0.5516469358068606,0.6444342312558704,4986.5,0.5891890646672042,0.5574155923887488,0.6714355378039918,4817.0,640.5,0.5731379133840764,0.664078615507749,5028.5,0.5516469358068606,1.0,False,4817.0
Q5VXT5 (gene SYPL2):  Synaptophysin-like protein 2,SYPL2,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5693.5,,1.0,1.0,5700.5,630.0,1.0,1.0,5695.5,1.0,1.0,False,5693.5
Q6B0K9 (gene HBM):  Hemoglobin subunit mu,HBM,2,0.03333333333333333,11017.833333333334,63070.569129393116,False,1,0.047619047619047616,61504.76190476191,275057.65711797413,False,-1.0,0.17913789098500937,-2.4808575685382794,-1.0,-0.2983470948593081,0.7654382634573679,0.8608114382255714,5294.5,-1.3092143230807693,0.1942569911266509,0.4140540225300462,2799.0,620.0,0.7543521505051123,0.8513932898058078,5281.5,0.1942569911266509,0.8463514184967861,False,2799.0
"Q6N069 (gene NAA16):  N-alpha-acetyltransferase 16, NatA auxiliary subunit",NAA16,1,0.016666666666666666,11192.5,85971.22378301939,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,0.595294044989533,0.5516469358068606,0.6444342312558704,4986.5,0.5891890646672043,0.5574155923887488,0.6714355378039918,4817.0,640.5,0.5731379133840764,0.664078615507749,5028.5,0.5516469358068606,1.0,False,4817.0
Q6PH85 (gene DCUN1D2):  DCN1-like protein 2,DCUN1D2,16,0.26666666666666666,155070.51666666666,724753.3982667136,True,0,0.0,0.0,0.0,False,1.0,1000000.0,19.931568569324174,1.0,2.6416777885392344,0.008249649676729733,0.0273582045421732,1775.0,0.9683216835306399,0.3358389630393266,0.5279618586278321,3795.0,798.0,0.009414313459541496,0.030376308328623345,1825.0,0.008249649676729733,0.07382611495705438,False,1775.0
Q6PJG2 (gene MIDEAS):  Mitotic deacetylase-associated SANT domain protein,MIDEAS,0,0.0,0.0,0.0,True,0,0.0,0.0,0.0,True,0.0,0.0,-19.931568569324174,-1.0,0.0,1.0,1.0,5693.5,,1.0,1.0,5700.5,630.0,1.0,1.0,5695.5,1.0,1.0,False,5693.5
